"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"dct-gateway-acquires-emachines-2004-03-OBS-001","dct-gateway-acquires-emachines-2004-03","gateway-inc","","market-data","2004","deal-value-usd","235000000","high","direct-observation","para-1","Announced acquisition"
"dct-gateway-acquires-emachines-2004-03-OBS-002","dct-gateway-acquires-emachines-2004-03","emachines","","market-data","2004","ownership-prior","privately-held","high","direct-observation","para-1","Went private 3 years earlier (2001)"
"dct-gateway-acquires-emachines-2004-03-OBS-003","dct-gateway-acquires-emachines-2004-03","emachines","","market-data","2004","us-retail-rank","#2 brand in retail stores in United States","high","direct-observation","para-3",""
"dct-gateway-acquires-emachines-2004-03-OBS-004","dct-gateway-acquires-emachines-2004-03","emachines","","market-data","2001","privatization-year","went private 3 years before 2004 acquisition","high","direct-observation","para-3",""
"dct-gateway-acquires-emachines-2004-03-OBS-005","dct-gateway-acquires-emachines-2004-03","gateway-inc","","market-data","2004","owned-showrooms","170 retail showrooms","high","direct-observation","para-2",""
"dct-gateway-acquires-emachines-2004-03-OBS-006","dct-gateway-acquires-emachines-2004-03","gateway-inc","","expert-opinion","2004","showroom-performance","results have not justified management's confidence in retail strategy","high","editorial","para-2",""
"dct-gateway-acquires-emachines-2004-03-OBS-007","dct-gateway-acquires-emachines-2004-03","gateway-inc","","expert-opinion","2004","core-pc-decline","ongoing decline in core PC sales has made life difficult","high","editorial","para-2",""
"dct-gateway-acquires-emachines-2004-03-OBS-008","dct-gateway-acquires-emachines-2004-03","dell","","expert-opinion","2004","market-position","Dell is 'gorilla' in North American PC marketplace","high","editorial","para-2",""
"dct-gateway-acquires-emachines-2004-03-OBS-009","dct-gateway-acquires-emachines-2004-03","emachines","","market-data","2004","price-positioning","stays in PC value segment (low price)","high","direct-observation","para-3",""
"dct-gateway-acquires-emachines-2004-03-OBS-010","dct-gateway-acquires-emachines-2004-03","hewlett-packard","","expert-opinion","2003","price-aggression-cause","eMachines success reason HP became price-aggressive last year","high","editorial","para-3",""
"dct-gateway-acquires-emachines-2004-03-OBS-011","dct-gateway-acquires-emachines-2004-03","emachines","pc-retail-channel","market-data","2004","channel-locations","major shelf space at Best Buy, Circuit City, CompUSA","high","direct-observation","bullet-1",""
"dct-gateway-acquires-emachines-2004-03-OBS-012","dct-gateway-acquires-emachines-2004-03","gateway-inc","","viability-prediction","2004","showroom-exit","Gateway will over time deemphasize and likely exit 170-store chain","high","editorial","bullet-1","Validated: closures shortly after"
"dct-gateway-acquires-emachines-2004-03-OBS-013","dct-gateway-acquires-emachines-2004-03","gateway-inc","","viability-prediction","2004","dual-brand-strategy","Gateway will barge in with second brand next to eMachines over time","medium","editorial","bullet-2",""
"dct-gateway-acquires-emachines-2004-03-OBS-014","dct-gateway-acquires-emachines-2004-03","gateway-inc","all-in-one-pc","topic-insight","2004","product-mix","Gateway high-end all-in-one media center + eMachines low-end = full-line HP competitor","high","editorial","bullet-2",""
"dct-gateway-acquires-emachines-2004-03-OBS-015","dct-gateway-acquires-emachines-2004-03","gateway-inc","plasma-hdtv","viability-prediction","2004","ce-channel-expansion","Gateway leader in plasma TVs could gain electronics-altar placement in big-box stores","medium","editorial","bullet-3","Partial - Gateway CE line wound down"
"dct-gateway-acquires-emachines-2004-03-OBS-016","dct-gateway-acquires-emachines-2004-03","gateway-inc","","expert-opinion","2004","strategic-value","eMachines relationship with retailers enables more Gateway DCE sales with less apparent captive-brand conflict","high","editorial","bullet-3",""
"dct-gateway-acquires-emachines-2004-03-OBS-017","dct-gateway-acquires-emachines-2004-03","gateway-inc","","expert-opinion","2004","overall-assessment","astute and timely move to expand distribution channel","high","editorial","para-conclusion",""
"dct-gateway-acquires-emachines-2004-03-OBS-018","dct-gateway-acquires-emachines-2004-03","emachines","","market-data","2004","brand-loyalty-mechanism","eMachines built quiet brand loyalty through big-box electronics and computer stores","medium","editorial","para-3",""
"dct-gateway-acquires-emachines-2004-03-OBS-019","dct-gateway-acquires-emachines-2004-03","gateway-inc","","expert-opinion","2004","innovation-positioning","Gateway one of the innovative leaders in delivering digital consumer technology","medium","editorial","para-2",""
